,original_text,clean_text,sampa,pos,ipa
8747,distribuidores,distribuidores,dist4ibwido4es,NOUN,distɾibwidoɾes
8748,distribuirá,distribuirá,dist4ibwi4a,VERB,distɾibwiɾa
8749,distribuirían,distribuirían,dist4ibwi4jan,VERB,distɾibwiɾjan
8750,distributiva,distributiva,dist4ibutiba,ADJ,distɾibutiba
8751,distribuyen,distribuyen,dist4ibuien,VERB,distɾibuien
8752,distribuyeran,distribuyeran,dist4ibuie4an,VERB,distɾibuieɾan
8753,distribuyese,distribuyese,dist4ibuiese,VERB,distɾibuiese
8754,distrito,distrito,dist4ito,PROPN,distɾito
8755,distritos,distritos,dist4itos,NOUN,distɾitos
8756,disturbios,disturbios,distu4bjos,NOUN,distuɾbjos
8757,disuadirles,disuadirles,diswadi4les,VERB,diswadiɾles
8758,disuasivo,disuasivo,diswasibo,ADJ,diswasibo
8759,disuasión,disuasión,diswasjon,NOUN,diswasjon
8760,disuasoria,disuasoria,diswaso4ja,ADJ,diswasoɾja
8761,disuasorias,disuasorias,diswaso4jas,ADJ,diswasoɾjas
8762,disyuntiva,disyuntiva,disiuntiba,NOUN,disiuntiba
8763,divergir,divergir,dibe4xi4,VERB,dibeɾxiɾ
8764,divergía,divergía,dibe4xia,NOUN,dibeɾxia
8765,diverjan,diverjan,dibe4xan,VERB,dibeɾxan
8766,diversidad,diversidad,dibe4sidad,NOUN,dibeɾsidad
8767,diversidades,diversidades,dibe4sidades,NOUN,dibeɾsidades
8768,diversificada,diversificada,dibe4sifikada,ADJ,dibeɾsifikada
8769,diversificados,diversificados,dibe4sifikados,ADJ,dibeɾsifikados
8770,diversificar,diversificar,dibe4sifika4,VERB,dibeɾsifikaɾ
8771,diversifiquen,diversifiquen,dibe4sifiken,VERB,dibeɾsifiken
8772,diversión,diversión,dibe4sjon,NOUN,dibeɾsjon
8773,diverso,diverso,dibe4so,ADJ,dibeɾso
8774,dividan,dividan,dibidan,VERB,dibidan
8775,dividendo,dividendo,dibidendo,NOUN,dibidendo
8776,dividida,dividida,dibidida,ADJ,dibidida
8777,dividido,dividido,dibidido,ADJ,dibidido
8778,dividimos,dividimos,dibidimos,VERB,dibidimos
8779,dividirlo,dividirlo,dibidi4lo,VERB,dibidiɾlo
8780,dividirse,dividirse,dibidi4se,VERB,dibidiɾse
8781,dividirían,dividirían,dibidi4jan,VERB,dibidiɾjan
8782,dividió,dividió,dibidjo,VERB,dibidjo
8783,divisa,divisa,dibisa,NOUN,dibisa
8784,divisionarias,divisionarias,dibisjona4jas,NOUN,dibisjonaɾjas
8785,divisiones,divisiones,dibisjones,NOUN,dibisjones
8786,divorciar,divorciar,dibo4sia4,VERB,diboɾsiaɾ
8787,divulgadas,divulgadas,dibulgadas,ADJ,dibulɡadas
8788,divulgar,divulgar,dibulga4,VERB,dibulɡaɾ
8789,divulgativa,divulgativa,dibulgatiba,ADJ,dibulɡatiba
8790,divulgativas,divulgativas,dibulgatibas,ADJ,dibulɡatibas
8791,diáfano,diáfano,djafano,ADJ,djafano
8792,diálogo,diálogo,djalogo,NOUN,djaloɡo
8793,diámetro,diámetro,djamet4o,NOUN,djametɾo
8794,diáspora,diáspora,djaspo4a,PROPN,djaspoɾa
8795,diéramos,diéramos,dje4amos,VERB,djeɾamos
8796,dióxido,dióxido,djoksido,PROPN,djoksido
8797,doblado,doblado,doblado,ADJ,doblado
8798,doblan,doblan,doblan,VERB,doblan
8799,doble,doble,doble,ADJ,doble
8800,doblegar,doblegar,doblega4,VERB,dobleɡaɾ
8801,doblemente,doblemente,doblemente,ADV,doblemente
8802,docenas,docenas,dosenas,NOUN,dosenas
8803,docente,docente,dosente,PROPN,dosente
8804,doctor,doctor,dokto4,NOUN,doktoɾ
8805,doctora,doctora,dokto4a,NOUN,doktoɾa
8806,doctorado,doctorado,dokto4ado,PROPN,doktoɾado
8807,documenta,documenta,dokumenta,VERB,dokumenta
8808,documentada,documentada,dokumentada,ADJ,dokumentada
8809,documentados,documentados,dokumentados,ADJ,dokumentados
8810,documentar,documentar,dokumenta4,VERB,dokumentaɾ
8811,documento,documento,dokumento,PROPN,dokumento
8812,dogma,dogma,dogma,NOUN,doɡma
8813,dogmatismo,dogmatismo,dogmatismo,NOUN,doɡmatismo
8814,dogmatismos,dogmatismos,dogmatismos,NOUN,doɡmatismos
8815,dolor,dolor,dolo4,NOUN,doloɾ
8816,dolorosamente,dolorosamente,dolo4osamente,ADV,doloɾosamente
8817,dolorosos,dolorosos,dolo4osos,ADJ,doloɾosos
8818,domiciliario,domiciliario,domisilja4jo,ADJ,domisiljaɾjo
8819,domicilio,domicilio,domisiljo,PROPN,domisiljo
8820,domicilios,domicilios,domisiljos,NOUN,domisiljos
8821,domina,domina,domina,VERB,domina
8822,dominaba,dominaba,dominaba,VERB,dominaba
8823,dominaban,dominaban,dominaban,VERB,dominaban
8824,dominada,dominada,dominada,ADJ,dominada
8825,dominado,dominado,dominado,ADJ,dominado
8826,domingos,domingos,domingos,NOUN,dominɡos
8827,dominios,dominios,dominjos,NOUN,dominjos
8828,dominó,dominó,domino,NOUN,domino
8829,doméstico,doméstico,domestiko,PROPN,domestiko
8830,donaciones,donaciones,donasiones,NOUN,donasiones
8831,donor,donor,dono4,NOUN,donoɾ
8832,donquiera,donquiera,donkje4a,PROPN,donkjeɾa
8833,doquier,doquier,dokje4,PROPN,dokjeɾ
8834,dormida,dormida,do4mida,NOUN,doɾmida
8835,dormidos,dormidos,do4midos,ADJ,doɾmidos
8836,dormirnos,dormirnos,do4mi4nos,VERB,doɾmiɾnos
8837,dorso,dorso,do4so,NOUN,doɾso
8838,dosier,dosier,dosje4,PROPN,dosjeɾ
8839,dossier,dossier,dossje4,NOUN,dossjeɾ
8840,dossieres,dossieres,dossje4es,NOUN,dossjeɾes
8841,dossiers,dossiers,dossje4s,NOUN,dossjeɾs
8842,dotados,dotados,dotados,ADJ,dotados
8843,dotara,dotara,dota4a,VERB,dotaɾa
8844,dotarles,dotarles,dota4les,VERB,dotaɾles
8845,dotarse,dotarse,dota4se,VERB,dotaɾse
8846,dotaría,dotaría,dota4ja,VERB,dotaɾja
8847,doten,doten,doten,PROPN,doten
8848,dotándoles,dotándoles,dotandoles,VERB,dotandoles
8849,draconiana,draconiana,d4akonjana,ADJ,dɾakonjana
8850,dramatiza,dramatiza,d4amatisa,VERB,dɾamatisa
8851,dramáticamente,dramáticamente,d4amatikamente,ADV,dɾamatikamente
8852,dramáticas,dramáticas,d4amatikas,ADJ,dɾamatikas
8853,dramáticos,dramáticos,d4amatikos,ADJ,dɾamatikos
8854,drogadas,drogadas,d4ogadas,NOUN,dɾoɡadas
8855,drogadicción,drogadicción,d4ogadiksion,NOUN,dɾoɡadiksion
8856,drogar,drogar,d4oga4,VERB,dɾoɡaɾ
8857,drogodependencias,drogodependencias,d4ogodependensias,NOUN,dɾoɡodependensias
8858,drástica,drástica,d4astika,ADJ,dɾastika
8859,drásticas,drásticas,d4astikas,ADJ,dɾastikas
8860,dualidad,dualidad,dwalidad,NOUN,dwalidad
8861,dudaba,dudaba,dudaba,VERB,dudaba
8862,dudaban,dudaban,dudaban,VERB,dudaban
8863,dudan,dudan,dudan,VERB,dudan
8864,dudar,dudar,duda4,VERB,dudaɾ
8865,dudarlo,dudarlo,duda4lo,VERB,dudaɾlo
8866,dudará,dudará,duda4a,VERB,dudaɾa
8867,dudaría,dudaría,duda4ja,VERB,dudaɾja
8868,dudasen,dudasen,dudasen,VERB,dudasen
8869,duden,duden,duden,PROPN,duden
8870,dudosos,dudosos,dudosos,ADJ,dudosos
8871,duele,duele,dwele,VERB,dwele
8872,duelen,duelen,dwelen,VERB,dwelen
8873,duelo,duelo,dwelo,NOUN,dwelo
8874,duermen,duermen,dwe4men,VERB,dweɾmen
8875,dulces,dulces,dulses,ADJ,dulses
8876,duodenos,duodenos,dwodenos,NOUN,dwodenos
8877,duodécima,duodécima,dwodesima,ADJ,dwodesima
8878,duodécimo,duodécimo,dwodesimo,ADJ,dwodesimo
8879,duplicados,duplicados,duplikados,NOUN,duplikados
8880,duplican,duplican,duplikan,VERB,duplikan
8881,duplicar,duplicar,duplika4,VERB,duplikaɾ
8882,duplicará,duplicará,duplika4a,VERB,duplikaɾa
8883,duplicidades,duplicidades,duplisidades,NOUN,duplisidades
8884,duraban,duraban,du4aban,VERB,duɾaban
8885,durabilidad,durabilidad,du4abilidad,NOUN,duɾabilidad
8886,duración,duración,du4asion,NOUN,duɾasion
8887,duradera,duradera,du4ade4a,ADJ,duɾadeɾa
8888,duradera,duradera,du4ade4a,ADJ,duɾadeɾa
8889,duradera­,duradera,du4ade4a,ADJ,duɾadeɾa
8890,duramente,duramente,du4amente,ADV,duɾamente
8891,durar,durar,du4a4,VERB,duɾaɾ
8892,durará,durará,du4a4a,VERB,duɾaɾa
8893,duras,duras,du4as,ADJ,duɾas
8894,durch,durch,du4tS,PROPN,duɾt͡ʃ
8895,dures,dures,du4es,NOUN,duɾes
8896,dureza,dureza,du4esa,NOUN,duɾesa
8897,duros,duros,du4os,ADJ,duɾos
8898,durísima,durísima,du4isima,ADJ,duɾisima
8899,durísimas,durísimas,du4isimas,ADJ,duɾisimas
8900,dándole,dándole,dandole,VERB,dandole
8901,dándomos,dándomos,dandomos,PROPN,dandomos
8902,dársela,dársela,da4sela,VERB,daɾsela
8903,dárselas,dárselas,da4selas,VERB,daɾselas
8904,dársele,dársele,da4sele,VERB,daɾsele
8905,dárselo,dárselo,da4selo,VERB,daɾselo
8906,débito,débito,debito,NOUN,debito
8907,década,década,dekada,NOUN,dekada
8908,décima,décima,desima,ADJ,desima
8909,décimosexto,décimosexto,desimoseksto,ADJ,desimoseksto
8910,défense,défense,defense,INTJ,defense
8911,déficit,déficit,defisit,NOUN,defisit
8912,déjeme,déjeme,dexeme,PROPN,dexeme
8913,déjenme,déjenme,dexenme,INTJ,dexenme
8914,démarches,démarches,dema4tSes,NOUN,demaɾt͡ʃes
8915,déspota,déspota,despota,ADJ,despota
8916,dígitos,dígitos,dixitos,NOUN,dixitos
8917,dócil,dócil,dosil,ADJ,dosil
8918,dócilmente,dócilmente,dosilmente,ADV,dosilmente
8919,dólar/euro,dólareuro,dola4eu4o,PROPN,dolaɾeuɾo
8920,dólares,dólares,dola4es,NOUN,dolaɾes
8921,dólareuro,dólareuro,dola4eu4o,PROPN,dolaɾeuɾo
8922,e-Comisión,eComisión,ekomisjon,NOUN,ekomisjon
8923,e-coli,ecoli,ekoli,PROPN,ekoli
8924,e-commerce,ecommerce,ekomme4se,PROPN,ekommeɾse
8925,e-cumbre,ecumbre,ekumb4e,PROPN,ekumbɾe
8926,e-mails,emails,emails,NOUN,emails
8927,eComisión,eComisión,ekomisjon,NOUN,ekomisjon
8928,eCommission,eCommission,ekommissjon,PROPN,ekommissjon
8929,eEUROPE,eEUROPE,eeu4ope,PROPN,eeuɾope
8930,eLearning,eLearning,elea4ning,PROPN,eleaɾninɡ
8931,early,early,ea4li,PROPN,eaɾli
8932,echados,echados,etSados,VERB,et͡ʃados
8933,echara,echara,etSa4a,VERB,et͡ʃaɾa
8934,echarles,echarles,etSa4les,VERB,et͡ʃaɾles
8935,echarse,echarse,etSa4se,VERB,et͡ʃaɾse
8936,echará,echará,etSa4a,VERB,et͡ʃaɾa
8937,echarán,echarán,etSa4an,VERB,et͡ʃaɾan
8938,echen,echen,etSen,VERB,et͡ʃen
8939,eclesiásticos,eclesiásticos,eklesjastikos,ADJ,eklesjastikos
8940,eclipsar,eclipsar,eklipsa4,VERB,eklipsaɾ
8941,ecocentros,ecocentros,ekosent4os,NOUN,ekosentɾos
8942,ecologista,ecologista,ekoloxista,ADJ,ekoloxista
8943,ecologistas,ecologistas,ekoloxistas,ADJ,ekoloxistas
8944,ecologización,ecologización,ekoloxisasion,NOUN,ekoloxisasion
8945,ecológicamente,ecológicamente,ekoloxikamente,ADV,ekoloxikamente
8946,ecológicas,ecológicas,ekoloxikas,ADJ,ekoloxikas
8947,ecológicos,ecológicos,ekoloxikos,ADJ,ekoloxikos
8948,ecommerce,ecommerce,ekomme4se,PROPN,ekommeɾse
8949,economicista,economicista,ekonomisista,NOUN,ekonomisista
8950,economizar,economizar,ekonomisa4,VERB,ekonomisaɾ
8951,economy,economy,ekonomi,PROPN,ekonomi
8952,economíatipo,economíatipo,ekonomjatipo,PROPN,ekonomjatipo
8953,económica,económica,ekonomika,ADJ,ekonomika
8954,económicamente,económicamente,ekonomikamente,ADV,ekonomikamente
8955,económico-financiera,económicofinanciera,ekonomikofinansie4a,ADJ,ekonomikofinansieɾa
8956,económicofinanciero,económicofinanciero,ekonomikofinansie4o,ADJ,ekonomikofinansieɾo
8957,económicos,económicos,ekonomikos,ADJ,ekonomikos
8958,ecosistemas,ecosistemas,ekosistemas,NOUN,ekosistemas
8959,ecotasa,ecotasa,ekotasa,NOUN,ekotasa
8960,ecuación,ecuación,ekwasion,NOUN,ekwasion
8961,ecuatoguineano,ecuatoguineano,ekwatogineano,ADJ,ekwatoɡineano
8962,ecumbre,ecumbre,ekumb4e,PROPN,ekumbɾe
8963,edición,edición,edision,NOUN,edision
8964,edificación,edificación,edifikasion,NOUN,edifikasion
8965,edificantes,edificantes,edifikantes,ADJ,edifikantes
8966,edifico,edifico,edifiko,NOUN,edifiko
8967,editado,editado,editado,ADJ,editado
8968,editores,editores,edito4es,PROPN,editoɾes
8969,educadores,educadores,edukado4es,NOUN,edukadoɾes
8970,educar,educar,eduka4,VERB,edukaɾ
8971,educativa,educativa,edukatiba,ADJ,edukatiba
8972,educativo,educativo,edukatibo,ADJ,edukatibo
8973,edulcorantes,edulcorantes,edulko4antes,NOUN,edulkoɾantes
8974,eeconomía,eeconomía,eekonomja,NOUN,eekonomja
8975,efectivo,efectivo,efektibo,NOUN,efektibo
8976,efectivos,efectivos,efektibos,NOUN,efektibos
8977,efecto,efecto,efekto,NOUN,efekto
8978,efectos,efectos,efektos,NOUN,efektos
8979,efectuados,efectuados,efektwados,ADJ,efektwados
8980,efectuamos,efectuamos,efektwamos,VERB,efektwamos
8981,efectuara,efectuara,efektwa4a,VERB,efektwaɾa
8982,efectuarse,efectuarse,efektwa4se,VERB,efektwaɾse
8983,efectuó,efectuó,efektwo,VERB,efektwo
8984,efectúen,efectúen,efektwen,VERB,efektwen
8985,eficaz,eficaz,efikas,ADJ,efikas
8986,eficazmente,eficazmente,efikasmente,ADV,efikasmente
8987,eficiencia,eficiencia,efisiensia,NOUN,efisiensia
8988,eficiente,eficiente,efisiente,ADJ,efisiente
8989,efusiva,efusiva,efusiba,ADJ,efusiba
8990,efímeras,efímeras,efime4as,ADJ,efimeɾas
8991,egipcias,egipcias,exipsias,NOUN,exipsias
8992,egoísmo,egoísmo,egoismo,NOUN,eɡoismo
8993,egoísmos,egoísmos,egoismos,NOUN,eɡoismos
8994,egoístas,egoístas,egoistas,ADJ,eɡoistas
8995,einem,einem,einem,PROPN,einem
8996,einiciativa,einiciativa,einisiatiba,ADJ,einisiatiba
8997,either,either,eite4,PROPN,eiteɾ
8998,ejecutadas,ejecutadas,exekutadas,ADJ,exekutadas
8999,ejecutados,ejecutados,exekutados,ADJ,exekutados
9000,ejecutando,ejecutando,exekutando,VERB,exekutando
9001,ejecutantes,ejecutantes,exekutantes,ADJ,exekutantes
9002,ejecutar,ejecutar,exekuta4,VERB,exekutaɾ
9003,ejecutarlo,ejecutarlo,exekuta4lo,VERB,exekutaɾlo
9004,ejecutivo,ejecutivo,exekutibo,PROPN,exekutibo
9005,ejecutivo,ejecutivo,exekutibo,PROPN,exekutibo
9006,ejecutores,ejecutores,exekuto4es,NOUN,exekutoɾes
9007,ejecutorias,ejecutorias,exekuto4jas,ADJ,exekutoɾjas
9008,ejecutorio,ejecutorio,exekuto4jo,ADJ,exekutoɾjo
9009,ejecutó,ejecutó,exekuto,VERB,exekuto
9010,ejemplar,ejemplar,exempla4,PROPN,exemplaɾ
9011,ejemplaridad,ejemplaridad,exempla4idad,NOUN,exemplaɾidad
9012,ejemplo,ejemplo,exemplo,NOUN,exemplo
9013,ejercer,ejercer,exe4se4,VERB,exeɾseɾ
9014,ejercerla,ejercerla,exe4se4la,VERB,exeɾseɾla
9015,ejercerse,ejercerse,exe4se4se,VERB,exeɾseɾse
9016,ejercerá,ejercerá,exe4se4a,VERB,exeɾseɾa
9017,ejercicios,ejercicios,exe4sisios,NOUN,exeɾsisios
9018,ejercida,ejercida,exe4sida,ADJ,exeɾsida
9019,ejercidos,ejercidos,exe4sidos,ADJ,exeɾsidos
9020,ejerciesen,ejerciesen,exe4siesen,VERB,exeɾsiesen
9021,ejercitar,ejercitar,exe4sita4,VERB,exeɾsitaɾ
9022,ejercito,ejercito,exe4sito,PROPN,exeɾsito
9023,ejerciésemos,ejerciésemos,exe4siesemos,VERB,exeɾsiesemos
9024,ejerció,ejerció,exe4sio,VERB,exeɾsio
9025,ejercían,ejercían,exe4sian,VERB,exeɾsian
9026,ejerecer,ejerecer,exe4ese4,VERB,exeɾeseɾ
9027,ejerzan,ejerzan,exe4san,VERB,exeɾsan
9028,ejerzo,ejerzo,exe4so,PROPN,exeɾso
9029,elSheikh,elSheikh,elSeik,PROPN,elʃeik
9030,elaboraba,elaboraba,elabo4aba,VERB,elaboɾaba
9031,elaboración,elaboración,elabo4asion,PROPN,elaboɾasion
9032,elaborados,elaborados,elabo4ados,ADJ,elaboɾados
9033,elaboran,elaboran,elabo4an,VERB,elaboɾan
9034,elaborar,elaborar,elabo4a4,VERB,elaboɾaɾ
9035,elaboraremos,elaboraremos,elabo4a4emos,VERB,elaboɾaɾemos
9036,elaborará,elaborará,elabo4a4a,VERB,elaboɾaɾa
9037,elaboren,elaboren,elabo4en,VERB,elaboɾen
9038,elaboré,elaboré,elabo4e,VERB,elaboɾe
9039,elecciones,elecciones,eleksiones,NOUN,eleksiones
9040,elección,elección,eleksion,NOUN,eleksion
9041,electas,electas,elektas,NOUN,elektas
9042,electo,electo,elekto,NOUN,elekto
9043,electoral,electoral,elekto4al,ADJ,elektoɾal
9044,electorales,electorales,elekto4ales,ADJ,elektoɾales
9045,electoralistas,electoralistas,elekto4alistas,ADJ,elektoɾalistas
9046,electoral­,electoral,elekto4al,ADJ,elektoɾal
9047,electores,electores,elekto4es,NOUN,elektoɾes
9048,electricidad,electricidad,elekt4isidad,PROPN,elektɾisidad
9049,electrodomésticos,electrodomésticos,elekt4odomestikos,NOUN,elektɾodomestikos
9050,electromagnética,electromagnética,elekt4omagnetika,ADJ,elektɾomaɡnetika
9051,electrónica,electrónica,elekt4onika,ADJ,elektɾonika
9052,electrónico,electrónico,elekt4oniko,ADJ,elektɾoniko
9053,electrónicos,electrónicos,elekt4onikos,ADJ,elektɾonikos
9054,elefantes,elefantes,elefantes,NOUN,elefantes
9055,elegancia,elegancia,elegansia,NOUN,eleɡansia
9056,elegante,elegante,elegante,PROPN,eleɡante
9057,elegibilidad,elegibilidad,elexibilidad,NOUN,elexibilidad
9058,elegible,elegible,elexible,ADJ,elexible
9059,elegimos,elegimos,eleximos,VERB,eleximos
9060,elegir,elegir,elexi4,VERB,elexiɾ
9061,elegirán,elegirán,elexi4an,VERB,elexiɾan
9062,elemental,elemental,elemental,ADJ,elemental
9063,elementales,elementales,elementales,ADJ,elementales
9064,elevaba,elevaba,elebaba,VERB,elebaba
9065,elevadísima,elevadísima,elebadisima,ADJ,elebadisima
9066,elevadísimo,elevadísimo,elebadisimo,ADJ,elebadisimo
9067,elevamos,elevamos,elebamos,VERB,elebamos
9068,elevar,elevar,eleba4,VERB,elebaɾ
9069,elevándola,elevándola,elebandola,VERB,elebandola
9070,elige,elige,elixe,PROPN,elixe
9071,eligen,eligen,elixen,VERB,elixen
9072,elija,elija,elixa,VERB,elixa
9073,eliminación,eliminación,eliminasion,NOUN,eliminasion
9074,eliminadas,eliminadas,eliminadas,ADJ,eliminadas
9075,eliminado,eliminado,eliminado,ADJ,eliminado
9076,eliminamos,eliminamos,eliminamos,VERB,eliminamos
9077,eliminan,eliminan,eliminan,VERB,eliminan
9078,eliminando,eliminando,eliminando,VERB,eliminando
9079,eliminar,eliminar,elimina4,VERB,eliminaɾ
9080,eliminaran,eliminaran,elimina4an,VERB,eliminaɾan
9081,eliminarla,eliminarla,elimina4la,VERB,eliminaɾla
9082,eliminarlas,eliminarlas,elimina4las,VERB,eliminaɾlas
9083,eliminarlos,eliminarlos,elimina4los,VERB,eliminaɾlos
9084,eliminaron,eliminaron,elimina4on,VERB,eliminaɾon
9085,eliminarse,eliminarse,elimina4se,VERB,eliminaɾse
9086,eliminase,eliminase,eliminase,VERB,eliminase
9087,elimine,elimine,elimine,VERB,elimine
9088,eliminemos,eliminemos,eliminemos,VERB,eliminemos
9089,eliminen,eliminen,eliminen,VERB,eliminen
9090,eliminándoles,eliminándoles,eliminandoles,VERB,eliminandoles
9091,ellas,ellas,ej\as,PRON,eʝas
9092,ella­,ella,ej\a,PROPN,eʝa
9093,ello,ello,ej\o,PRON,eʝo
9094,elogiarla,elogiarla,eloxia4la,VERB,eloxiaɾla
9095,elogios,elogios,eloxios,NOUN,eloxios
9096,elogiosos,elogiosos,eloxiosos,ADJ,eloxiosos
9097,elucubraciones,elucubraciones,elukub4asiones,NOUN,elukubɾasiones
9098,elucubrar,elucubrar,elukub4a4,VERB,elukubɾaɾ
9099,eluda,eluda,eluda,VERB,eluda
9100,eludan,eludan,eludan,VERB,eludan
9101,elude,elude,elude,VERB,elude
9102,eludido,eludido,eludido,ADJ,eludido
9103,eludiese,eludiese,eludjese,VERB,eludjese
9104,eludir,eludir,eludi4,VERB,eludiɾ
9105,eludirse,eludirse,eludi4se,VERB,eludiɾse
9106,elástica,elástica,elastika,NOUN,elastika
9107,elásticas,elásticas,elastikas,ADJ,elastikas
9108,elástico,elástico,elastiko,NOUN,elastiko
9109,eléctrica,eléctrica,elekt4ika,ADJ,elektɾika
9110,eléctrico,eléctrico,elekt4iko,NOUN,elektɾiko
9111,eléctricos,eléctricos,elekt4ikos,ADJ,elektɾikos
9112,emana,emana,emana,VERB,emana
9113,emanada,emanada,emanada,ADJ,emanada
9114,emancipación,emancipación,emansipasion,NOUN,emansipasion
9115,emancipado,emancipado,emansipado,ADJ,emansipado
9116,emancipadores,emancipadores,emansipado4es,NOUN,emansipadoɾes
9117,embadurnadas,embadurnadas,embadu4nadas,ADJ,embaduɾnadas
9118,embajada,embajada,embaxada,PROPN,embaxada
9119,embalse,embalse,embalse,NOUN,embalse
9120,embarazada,embarazada,emba4asada,NOUN,embaɾasada
9121,embarazos,embarazos,emba4asos,NOUN,embaɾasos
9122,embarazosas,embarazosas,emba4asosas,ADJ,embaɾasosas
9123,embarcaciones,embarcaciones,emba4kasiones,NOUN,embaɾkasiones
9124,embarcado,embarcado,emba4kado,ADJ,embaɾkado
9125,embargos,embargos,emba4gos,NOUN,embaɾɡos
9126,emblema,emblema,emblema,NOUN,emblema
9127,emblemas,emblemas,emblemas,NOUN,emblemas
9128,embotellamientos,embotellamientos,embotej\amjentos,NOUN,emboteʝamjentos
9129,embriaguez,embriaguez,emb4jages,NOUN,embɾjaɡes
9130,embrionarias,embrionarias,emb4jona4jas,ADJ,embɾjonaɾjas
9131,embriones,embriones,emb4jones,NOUN,embɾjones
9132,embriorarias,embriorarias,emb4jo4a4jas,ADJ,embɾjoɾaɾjas
9133,embriónico,embriónico,emb4joniko,ADJ,embɾjoniko
9134,emergen,emergen,eme4xen,VERB,emeɾxen
9135,emergencias,emergencias,eme4xensias,NOUN,emeɾxensias
9136,emergente,emergente,eme4xente,ADJ,emeɾxente
9137,emerja,emerja,eme4xa,VERB,emeɾxa
9138,emigra,emigra,emig4a,VERB,emiɡɾa
9139,emigración,emigración,emig4asion,NOUN,emiɡɾasion
9140,emigran,emigran,emig4an,VERB,emiɡɾan
9141,emigrantes,emigrantes,emig4antes,NOUN,emiɡɾantes
9142,emigré,emigré,emig4e,PROPN,emiɡɾe
9143,emisaria,emisaria,emisa4ja,NOUN,emisaɾja
9144,emisión,emisión,emisjon,NOUN,emisjon
9145,emisores,emisores,emiso4es,NOUN,emisoɾes
9146,emite,emite,emite,VERB,emite
9147,emiten,emiten,emiten,VERB,emiten
9148,emitida,emitida,emitida,ADJ,emitida
9149,emitiera,emitiera,emitje4a,VERB,emitjeɾa
9150,emitiese,emitiese,emitjese,VERB,emitjese
9151,emitimos,emitimos,emitimos,VERB,emitimos
9152,emitiésemos,emitiésemos,emitjesemos,VERB,emitjesemos
9153,emitió,emitió,emitjo,VERB,emitjo
9154,emito,emito,emito,PROPN,emito
9155,emití,emití,emiti,VERB,emiti
9156,emocionadas,emocionadas,emosionadas,ADJ,emosionadas
9157,emocionantes,emocionantes,emosionantes,ADJ,emosionantes
9158,emotiva,emotiva,emotiba,ADJ,emotiba
9159,empapadas,empapadas,empapadas,ADJ,empapadas
